GENESIS-Tabelle: 23131-0001
Krankenhauspatienten: Deutschland, Jahre,;;;;;;;;;;;
Hauptdiagnose ICD-10 (1-3-Steller Hierarchie);;;;;;;;;;;
Diagnosen der Krankenhauspatienten;;;;;;;;;;;
Deutschland;;;;;;;;;;;
Gestorbene Patienten (Anzahl);;;;;;;;;;;
;;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
ICD10-P51;    Nabelblutung beim Neugeborenen;-;-;-;-;-;-;-;-;-;-
ICD10-P52;    Intrakran. nichttraumat. Blutung b. Fetus/Neugeb.;4;2;1;4;1;3;4;3;2;2
ICD10-P53;    Hämorrhagische Kh. beim Fetus und Neugeborenen;-;-;-;-;-;-;-;-;-;-
ICD10-P54;    Sonstige Blutungen beim Neugeborenen;-;-;-;1;-;-;-;1;-;-
ICD10-P55;    Hämolytische Krankheit beim Fetus und Neugeborenen;-;2;2;-;-;-;-;-;2;-
ICD10-P56;    Hydrops fetalis durch hämolytische Krankheit;1;5;-;1;1;1;2;3;-;2
ICD10-P57;    Kernikterus;-;-;-;-;-;-;-;-;-;-
ICD10-P58;    Neugeborenenikterus durch sonst. gesteig.Hämolyse;-;-;-;-;-;-;-;-;-;-
ICD10-P59;    Neugeborenenikterus durch sonst.u.n.n.bez.Ursachen;-;-;-;-;-;-;-;-;-;-
ICD10-P60;    Disseminierte intravasal.Gerinnung b.Fetus/Neugeb.;1;-;-;-;-;-;1;-;-;-
ICD10-P61;    Sonst. hämatologische Kh. in der Perinatalperiode;1;1;-;-;-;-;1;-;-;1
ICD10-P70-P74;  Transit.Stoffwechelstörungen beim Fetus u. Neugeb.;-;1;2;2;2;-;2;3;1;1
ICD10-P70;    Transit.Stör.d.Kohlenhydratstoffw.b.Fetus/Neugeb.;-;1;1;1;1;-;1;1;1;-
ICD10-P71;    Transit.Stör.d.Kalzium-/Magnesiumstoffw.b.Neugeb.;-;-;-;-;-;-;-;-;-;-
ICD10-P72;    Sonst.transitorische endokrine Kh. b.Neugeborenen;-;-;1;-;-;-;-;-;-;-
ICD10-P74;    Sonst.transit.Stör.d.Elektrolythsh./Stoffw.Neugeb.;-;-;-;1;1;-;1;2;-;1
ICD10-P75-P78;  Kh.d. Verdauungssystems beim Fetus u. Neugeborenen;19;23;16;11;21;18;17;24;28;23
ICD10-P75;    Mekoniumileus bei zystischer Fibrose;-;-;-;-;-;-;-;-;-;-
ICD10-P76;    Sonstiger Darmverschluss beim Neugeborenen;1;2;1;-;3;-;3;3;3;2
ICD10-P77;    Enterocolitis necroticans beim Fetus und Neugeb.;18;19;11;9;13;16;12;13;23;16
ICD10-P78;    Sonst. Kh. d. Verdauungssyst.i.d. Perinatalperiode;-;2;4;2;5;2;2;8;2;5
ICD10-P80-P83;  Kh.-Zustände d.Haut u.d.Temp-reg.b.Fetus u.Neugeb.;21;19;10;12;10;15;12;15;10;18
ICD10-P80;    Hypothermie beim Neugeborenen;-;-;-;-;-;-;-;-;-;-
ICD10-P81;    Sonst. Störungen d.Temperaturregulation b.Neugeb.;-;-;-;-;-;-;-;-;-;-
ICD10-P83;    Sonst.Kh.-Zustände m.Beteil.d.Haut b.Fetus/Neugeb.;21;19;10;12;10;15;12;15;10;18
ICD10-P90-P96;  Sonst. Störungen mit Urspr. i.d. Perinatalperiode;149;166;171;164;154;196;201;183;223;247
ICD10-P90;    Krämpfe beim Neugeborenen;2;-;1;3;1;1;1;3;-;1
ICD10-P91;    Sonstige zerebrale Störungen beim Neugeborenen;13;10;9;8;21;8;12;22;31;21
ICD10-P92;    Ernährungsprobleme beim Neugeborenen;-;-;-;-;-;-;-;-;-;-
ICD10-P93;    Reakt./Intoxikationen d.Arzneim./Drogen b.Neugeb.;-;-;-;-;-;-;-;-;-;-
ICD10-P94;    Störungen des Muskeltonus beim Neugeborenen;1;1;-;1;-;-;1;2;1;1
ICD10-P95;    Fetaltod nicht näher bezeichneter Ursache;121;147;150;140;125;175;178;140;182;205
ICD10-P96;    Sonst. Zustände mit Ursprung i.d. Perinatalperiode;12;8;11;12;7;12;9;16;9;19
ICD10-Q00-Q99;Angeb.Fehlbild.,Deformitäten,Chromosomenanomalien;510;473;488;485;472;442;450;517;559;574
ICD10-Q00-Q07;  Angeborene Fehlbildungen des Nervensystems;32;28;27;34;32;27;34;40;42;39
ICD10-Q00;    Anenzephalie und ähnliche Fehlbildungen;10;11;6;10;7;12;7;16;16;12
ICD10-Q01;    Enzephalozele;-;-;3;2;2;2;2;1;3;1
ICD10-Q02;    Mikrozephalie;-;1;-;1;-;1;1;-;-;-
ICD10-Q03;    Angeborener Hydrozephalus;3;-;1;5;4;2;2;6;2;6
ICD10-Q04;    Sonstige angeborene Fehlbildungen des Gehirns;17;11;13;10;14;6;15;12;16;10
ICD10-Q05;    Spina bifida;-;3;3;3;2;-;5;3;2;9
ICD10-Q06;    Sonstige angeborene Fehlbildungen des Rückenmarks;-;-;-;1;-;-;-;1;1;-
ICD10-Q07;    Sonst. angeborene Fehlbildungen des Nervensystems;2;2;1;2;3;4;2;1;2;1
ICD10-Q10-Q18;  Angeborene Fehlbildungen, Auge/Ohr/Gesicht/Hals;2;-;2;1;3;1;1;2;2;13
ICD10-Q10;    Angebor. Fehlbild. d. Augenlides/Tränenapp./Orbita;-;-;-;-;-;-;-;-;-;-
ICD10-Q11;    Anophthalmus, Mikrophthalmus und Makrophthalmus;-;-;-;-;-;-;-;1;-;-
ICD10-Q12;    Angeborene Fehlbildungen der Linse;-;-;-;-;1;-;-;-;-;-
ICD10-Q13;    Angebor.Fehlbildungen d. vorderen Augenabschnittes;-;-;-;-;-;-;-;-;-;-
ICD10-Q14;    Angebor. Fehlbildung des hinteren Augenabschnittes;-;-;-;-;-;-;-;-;-;-
ICD10-Q15;    Sonstige angeborene Fehlbildungen des Auges;-;-;-;-;-;-;-;-;-;-
ICD10-Q16;    Angebor. Fehlbild.d.Ohres m.Beeinträcht.d.Hörverm.;-;-;-;-;-;-;-;-;-;-
ICD10-Q17;    Sonstige angeborene Fehlbildungen des Ohres;-;-;1;-;-;-;-;-;-;10
ICD10-Q18;    Sonst. Angebor.Fehlbildungen d.Gesichts u.d.Halses;2;-;1;1;2;1;1;1;2;3
ICD10-Q20-Q28;  Angeborene Fehlbildungen des Kreislaufsystems;285;252;253;236;256;231;225;285;292;240
ICD10-Q20;    Angeborene Fehlbildungen der Herzhöhlen;65;50;41;59;46;35;45;46;57;38
ICD10-Q21;    Angeborene Fehlbildungen der Herzsepten;50;44;46;25;44;47;38;42;43;35
ICD10-Q22;    Angebor.Fehlbild.d.Pulmonal- u.d.Trikuspidalklappe;33;24;14;20;24;33;20;32;18;26
ICD10-Q23;    Angeborene Fehlbildungen der Aorten-/Mitralklappe;69;64;86;79;89;71;75;97;109;99
ICD10-Q24;    Sonstige angeborene Fehlbildungen des Herzens;3;10;13;7;10;5;13;12;8;8
ICD10-Q25;    Angeborene Fehlbildungen der großen Arterien;39;33;30;28;24;17;14;29;34;14
ICD10-Q26;    Angeborene Fehlbildungen der großen Venen;10;18;11;13;12;12;9;15;11;11
ICD10-Q27;    Sonst. angeborene Fehlbild.d.peripheren Gefäßsyst.;1;-;1;2;1;-;2;3;-;1
ICD10-Q28;    Sonst. angeborene Fehlbildungen des Kreislaufsyst.;15;9;11;3;6;11;9;9;12;8
ICD10-Q30-Q34;  Angeborene Fehlbildungen des Atmungssystems;30;26;36;28;21;39;37;36;42;34
ICD10-Q30;    Angeborene Fehlbildungen der Nase;-;-;1;-;-;-;1;-;1;-
ICD10-Q31;    Angeborene Fehlbildungen des Kehlkopfes;1;-;1;1;-;-;-;2;3;-
ICD10-Q32;    Angeborene Fehlbild. der Trachea und der Bronchien;2;2;4;2;3;3;5;4;5;3
ICD10-Q33;    Angeborene Fehlbildungen der Lunge;26;24;28;23;18;36;30;30;33;31
ICD10-Q34;    Sonstige angeborene Fehlbildungen d.Atmungssystems;1;-;2;2;-;-;1;-;-;-
ICD10-Q35-Q37;  Lippen-, Kiefer- und Gaumenspalte;-;3;1;-;2;1;-;-;1;2
ICD10-Q35;    Gaumenspalte;-;2;-;-;1;-;-;-;1;1
ICD10-Q36;    Lippenspalte;-;-;-;-;-;-;-;-;-;-
ICD10-Q37;    Gaumenspalte mit Lippenspalte;-;1;1;-;1;1;-;-;-;1
ICD10-Q38-Q45;  Sonst. angeb. Fehlbildungen d. Verdauungssystems;27;23;31;30;24;17;18;19;28;17
ICD10-Q38;    Sonst. angeborene Fehlbildungen Zunge/Mund/Rachen;-;-;-;-;-;1;-;-;-;-
ICD10-Q39;    Angeborene Fehlbildungen des Ösophagus;4;5;7;7;7;4;3;5;6;3
ICD10-Q40;    Sonst.angebor.Fehlbild.d.oberen Verdauungstraktes;2;-;2;-;-;-;1;-;-;-
ICD10-Q41;    Angeborene(s) Fehlen, Atresie/Stenose d.Dünndarmes;2;2;2;2;1;-;2;1;3;3
ICD10-Q42;    Angeborene(s) Fehlen, Atresie/Stenose d.Dickdarmes;1;1;1;-;-;-;-;1;2;1
ICD10-Q43;    Sonstige angeborene Fehlbildungen des Darmes;7;8;9;8;3;8;9;9;9;5
ICD10-Q44;    Angebor. Fehlbild. Gallenblase/Gallengänge/Leber;9;7;8;12;12;4;3;3;8;5
ICD10-Q45;    Sonst. angebor. Fehlbildungen d. Verdauungssystems;2;-;2;1;1;-;-;-;-;-
ICD10-Q50-Q56;  Angeborene Fehlbildungen der Genitalorgane;-;1;1;-;-;-;-;-;-;1
ICD10-Q50;    Angeb.Fehlbild.d.Ovarien/Tubae uter./Ligg.lata ut.;-;1;1;-;-;-;-;-;-;-
ICD10-Q51;    Angeborene Fehlbildungen Uterus/Cervix uteri;-;-;-;-;-;-;-;-;-;-
ICD10-Q52;    Sonst. angebor. Fehlbildungen weibl. Genitalorgane;-;-;-;-;-;-;-;-;-;-
ICD10-Q53;    Nondescensus testis;-;-;-;-;-;-;-;-;-;-
ICD10-Q54;    Hypospadie;-;-;-;-;-;-;-;-;-;1
ICD10-Q55;    Sonst. angebor. Fehlbildungen männl. Genitalorgane;-;-;-;-;-;-;-;-;-;-
ICD10-Q56;    Unbestimmtes Geschlecht u. Pseudohermaphroditismus;-;-;-;-;-;-;-;-;-;-
ICD10-Q60-Q64;  Angeborene Fehlbildungen des Harnsystems;17;35;29;30;22;22;24;27;34;26
ICD10-Q60;    Nierenagenesie u. sonstige Reduktionsdefekte Niere;10;16;10;13;7;7;11;11;18;9
ICD10-Q61;    Zystische Nierenkrankheit;6;17;15;13;13;14;12;12;14;13
ICD10-Q62;    Angeborene Defekte des Nierenbeckens/Ureters;1;1;2;4;1;-;-;2;1;-
ICD10-Q63;    Sonstige angeborene Fehlbildungen der Niere;-;1;1;-;-;-;-;-;1;1
ICD10-Q64;    Sonstige angeborene Fehlbildungen des Harnsystems;-;-;1;-;1;1;1;2;-;3
ICD10-Q65-Q79;  Angeb. Fehlbild./Deform.d.Muskel-Skelett-Systems;41;55;58;52;50;48;58;52;53;61
ICD10-Q65;    Angeborene Deformitäten der Hüfte;1;-;-;1;-;1;-;-;-;1
ICD10-Q66;    Angeborene Deformitäten der Füße;-;1;-;-;-;-;-;-;-;-
ICD10-Q67;    Angeborene Muskel-Skelett-Deformitäten;-;1;1;3;3;1;1;-;1;-
ICD10-Q68;    Sonstige angeborene Muskel-Skelett-Deformitäten;1;-;1;-;-;-;-;-;-;1
ICD10-Q69;    Polydaktylie;-;-;-;-;-;-;-;-;-;-
ICD10-Q70;    Syndaktylie;-;-;-;-;-;-;-;-;-;-
ICD10-Q71;    Reduktionsdefekte der oberen Extremität;-;-;-;-;-;-;-;-;-;1
ICD10-Q72;    Reduktionsdefekte der unteren Extremität;-;-;-;-;-;-;-;-;-;-
ICD10-Q73;    Reduktionsdefekte nicht näher bez. Extremität(en);-;-;-;-;-;-;-;-;-;-
ICD10-Q74;    Sonst. angeborene Fehlbildungen der Extremität(en);-;5;1;2;2;4;4;2;1;-
ICD10-Q75;    Sonst.angebor.Fehlbild.Schädel-/Gesichtsschädelkn.;-;1;2;1;-;2;1;4;1;-
ICD10-Q76;    Angebor. Fehlbild. Wirbelsäule/knöcherner Thorax;-;2;-;1;-;-;3;2;-;-
ICD10-Q77;    Osteochondrodysplasie mit Wachstumsstörungen;9;8;7;8;6;3;4;6;8;6
ICD10-Q78;    Sonstige Osteochondrodysplasien;3;4;2;-;3;2;5;1;2;2
ICD10-Q79;    Angeborene Fehlbildung des Muskel-Skelett-System;27;33;44;36;36;35;40;37;40;50
ICD10-Q80-Q89;  Sonstige angeborene Fehlbildungen;34;16;13;29;14;11;18;25;13;98
ICD10-Q80;    Ichthyosis congenita;-;3;-;1;-;-;-;-;3;2
ICD10-Q81;    Epidermolysis bullosa;6;5;5;2;-;3;4;8;2;5
ICD10-Q82;    Sonstige angeborene Fehlbildungen der Haut;5;2;4;4;1;1;2;1;4;23
ICD10-Q83;    Angeborene Fehlbildungen der Mamma (Brustdrüse);1;-;1;16;-;-;-;-;1;58
ICD10-Q84;    Sonstige angeborene Fehlbildungen des Integumentes;-;-;-;-;-;-;-;-;-;-
ICD10-Q85;    Phakomatosen, anderenorts nicht klassifiziert;10;3;1;2;4;2;5;5;1;5
ICD10-Q86;    Angeborene Fehlbildungssyndrome bekannter Ursache;-;-;-;-;-;-;-;1;-;-
ICD10-Q87;    Sonst. näher bezeichn. angebor. Fehlbildungssyndr.;3;-;-;-;-;-;-;1;-;-
ICD10-Q89;    Sonstige angeborene Fehlbildungen, ao.nicht klass.;9;3;2;4;9;5;7;9;2;5
ICD10-Q90-Q99;  Chromosomenanomalien, andernorts nicht klass.;42;34;37;45;48;45;35;31;52;43
ICD10-Q90;    Down-Syndrom;2;4;3;4;5;3;2;1;5;3
ICD10-Q91;    Edwards-Syndrom und Patau-Syndrom;34;26;29;35;37;37;30;27;43;27
ICD10-Q92;    Trisomien der Autosomen, andernorts nicht klass.;3;2;3;2;1;-;2;1;1;4
ICD10-Q93;    Monosomien und Deletionen der Autosomen;1;1;1;2;1;3;1;2;1;-
ICD10-Q95;    Balancierte Chromos.-Rearrangements/Struktur-Mark.;-;-;-;1;-;-;-;-;-;-
ICD10-Q96;    Turner-Syndrom;1;-;-;1;1;1;-;-;-;1
ICD10-Q97;    Sonst. Anomalien d. Gonosomen b. weib. Phänotyp;-;-;-;-;-;-;-;-;-;-
ICD10-Q98;    Sonst. Anomalien d. Gonosomen b. männl. Phänotyp;-;-;-;-;-;-;-;-;-;-
ICD10-Q99;    Sonstige Chromosomenanomalien, ao. nicht klass.;1;1;1;-;3;1;-;-;2;8
ICD10-R00-R99;Symptome u.abnorme klin. u.Laborbefunde,ao.n.kl.;9712;10484;10456;11128;11090;10776;11087;11029;11244;10865
ICD10-R00-R09;  Symptome, d.d. Kreislauf- u. Atmungssystem betr.;1138;1112;1137;1234;1314;1304;1441;1362;1368;1274
ICD10-R00;    Störungen des Herzschlages;125;163;163;178;211;162;206;166;160;176
ICD10-R01;    Herzgeräusche und andere Herz-Schallphänomene;-;-;-;1;-;-;-;-;-;-
ICD10-R02;    Gangrän, anderenorts nicht klassifiziert;74;46;49;66;61;77;61;48;66;88
ICD10-R03;    Abnormer Blutdruckwert ohne Diagnose;-;-;-;-;-;-;1;-;-;1
ICD10-R04;    Blutung aus den Atemwegen;195;193;223;218;221;251;285;301;277;244
ICD10-R05;    Husten;4;4;3;4;1;2;-;-;3;3
ICD10-R06;    Störungen der Atmung;341;349;375;440;471;430;440;434;501;473
ICD10-R07;    Hals- und Brustschmerzen;87;94;84;93;86;97;89;85;81;71
ICD10-R09;    Sonstige Symptome des Kreislauf-/Atmungssystems;312;263;240;234;263;285;359;328;280;218
ICD10-R10-R19;  Symptome, d.d. Verdauungssystem u. Abdomen betr.;1611;1555;1611;1553;1508;1416;1360;1308;1212;1157
ICD10-R10;    Bauch- und Beckenschmerzen;753;769;802;709;701;592;575;576;543;502
ICD10-R11;    Übelkeit und Erbrechen;208;223;247;244;258;275;242;225;205;192
ICD10-R12;    Sodbrennen;2;-;-;1;1;-;-;-;-;1
ICD10-R13;    Dysphagie;272;244;259;260;247;259;265;223;245;235
ICD10-R14;    Flatulenz und verwandte Zustände;4;6;5;3;3;2;-;1;1;2
ICD10-R15;    Stuhlinkontinenz;21;7;8;4;6;14;9;8;6;5
ICD10-R16;    Hepatomegalie und Splenomegalie, ao.nicht klass.;4;5;8;3;7;4;4;5;3;2
ICD10-R17;    Hyperbilirubinämie mit/ohne Gelbsucht, ao.n.klass.;30;31;39;37;34;38;28;29;28;22
ICD10-R18;    Aszites;256;226;208;255;208;199;199;208;159;162
ICD10-R19;    Sonst.Symptome,d.d. Verdauungssystem/Abdomen betr.;61;44;35;37;43;33;38;33;22;34
ICD10-R20-R23;  Symptome, d.d. Haut u.d. Unterhautgewebe betreffen;12;18;19;18;19;14;15;14;13;18
ICD10-R20;    Sensibilitätsstörungen der Haut;1;2;9;5;3;3;4;4;2;7
ICD10-R21;    Hautausschlag u.sonst.unspezifische Hauteruptionen;-;3;1;1;3;2;3;-;1;1
ICD10-R22;    Schwellung/Raumforderung/Knoten d. Haut/Unterhaut;4;8;3;6;8;4;4;4;4;6
ICD10-R23;    Sonstige Hautveränderungen;7;5;6;6;5;5;4;6;6;4
ICD10-R25-R29;  Symptome, Nervensys., Muskel-Skelett-System betr.;346;368;368;520;551;572;661;738;869;975
ICD10-R25;    Abnorme unwillkürliche Bewegungen;1;1;1;2;5;3;1;2;8;3
ICD10-R26;    Störungen des Ganges und der Mobilität;215;214;240;372;403;393;478;547;654;747
ICD10-R27;    Sonstige Koordinationsstörungen;3;3;1;1;6;1;1;1;1;-
ICD10-R29;    Sonst.Sympt.,Nervensys.,Muskel-Skelett-Syst.betr.;127;150;126;145;137;175;181;188;206;225
ICD10-R30-R39;  Symptome, die das Harnsystem betreffen;367;411;364;409;437;439;482;461;492;480
ICD10-R30;    Schmerzen beim Wasserlassen;-;1;1;1;2;2;1;1;1;-
ICD10-R31;    Nicht näher bezeichnete Hämaturie;186;234;206;238;265;284;300;308;323;341
ICD10-R32;    Nicht näher bezeichnete Harninkontinenz;7;-;4;4;3;4;-;1;6;3
ICD10-R33;    Harnverhaltung;134;142;121;141;138;123;146;118;122;105
ICD10-R34;    Anurie und Oligurie;16;8;14;13;10;9;12;10;15;9
ICD10-R35;    Polyurie;-;-;-;-;-;1;-;1;-;-
ICD10-R36;    Ausfluss aus der Harnröhre;-;-;-;-;-;-;-;-;-;-
ICD10-R39;    Sonstige Symptome, die das Harnsystem betreffen;24;26;18;12;19;16;23;22;25;22
ICD10-R40-R46;  Symptome, Wahrnehmungsvermögen,Stimmung betreffend;722;684;714;811;906;907;988;1051;1102;1074
ICD10-R40;    Somnolenz, Sopor und Koma;628;580;614;678;784;787;877;953;997;980
ICD10-R41;    Sonst. Sympt. d. Erkennungsvermögens/Bewusstseins;46;43;34;54;41;46;52;44;47;34
ICD10-R42;    Schwindel und Taumel;35;38;48;55;58;53;48;43;46;46
ICD10-R43;    Störungen des Geruchs- und Geschmackssinnes;-;-;1;-;-;1;-;-;-;-
ICD10-R44;    Sonst.Sympt. Sinneswahrnehmungen/Wahrnehmungsverm.;4;6;3;2;4;3;4;1;2;4
ICD10-R45;    Symptome, die die Stimmung betreffen;7;16;12;22;18;16;7;9;8;10
ICD10-R46;    Symptome, bezüglich Erscheinungsbild/Verhalten;2;1;2;-;1;1;-;1;2;-
ICD10-R47-R49;  Symptome, die die Sprache und die Stimme betreffen;16;23;21;28;26;36;33;28;30;34
ICD10-R47;    Sprech- und Sprachstörungen, ao.nicht klass.;13;22;20;28;25;32;32;28;30;33
ICD10-R48;    Dyslexie/sonst. Werkzeugstörungen, ao.nicht klass.;2;1;-;-;1;1;-;-;-;1
ICD10-R49;    Störungen der Stimme;1;-;1;-;-;3;1;-;-;-
ICD10-R50-R69;  Allgemeinsymptome;5325;6057;5995;6407;6197;5931;5960;5915;5958;5725
ICD10-R50;    Fieber sonstiger und unbekannter Ursache;160;168;113;115;132;103;112;87;82;92
ICD10-R51;    Kopfschmerz;9;13;6;13;15;13;8;7;16;5
ICD10-R52;    Schmerz, anderenorts nicht klassifiziert;228;294;226;263;252;288;251;249;299;254
ICD10-R53;    Unwohlsein und Ermüdung;347;367;402;443;397;374;371;419;450;445
ICD10-R54;    Senilität;26;13;29;18;20;19;23;17;29;36
ICD10-R55;    Synkope und Kollaps;764;686;706;772;759;681;761;740;701;772
ICD10-R56;    Krämpfe, anderenorts nicht klassifiziert;174;205;192;185;183;158;138;133;123;103
ICD10-R57;    Schock, anderenorts nicht klassifiziert;2962;3700;3734;4013;3901;3803;3833;3760;3785;3519
ICD10-R58;    Blutung, anderenorts nicht klassifiziert;91;90;116;118;94;117;111;112;111;107
ICD10-R59;    Lymphknotenvergrößerung;10;11;3;14;13;12;14;20;7;13
ICD10-R60;    Ödem, anderenorts nicht klassifiziert;18;17;9;14;32;8;12;17;16;14
ICD10-R61;    Hyperhidrose;1;1;1;-;-;-;-;-;-;1
ICD10-R62;    Ausbleiben d. normalen physiologischen Entwicklung;1;-;-;-;-;1;1;-;-;-
ICD10-R63;    Symptome, bezügl. Nahrungs-/Flüssigkeitsaufnahme;293;289;282;288;296;244;209;237;198;232
ICD10-R64;    Kachexie;165;133;112;106;73;69;72;81;64;56
ICD10-R65;    Systemisches inflammatorisches Response-Syndrom;-;-;-;-;-;-;-;-;-;-
ICD10-R68;    Sonstige Allgemeinsymptome;76;70;62;45;30;40;44;34;73;75
ICD10-R69;    Unbekannte und nicht näher bez. Krankheitsursachen;-;-;2;-;-;1;-;2;4;1
ICD10-R70-R79;  Aborme Blutuntsuchungsbef. o. Vorlieg.einer Diag.;21;28;26;31;29;24;36;18;14;15
ICD10-R70;    Beschleun.Blutkörperchensenkungsreak./Plasmavisko.;-;-;1;3;1;-;2;-;-;-
ICD10-R71;    Veränderung der Erythrozyten;-;-;-;-;-;-;-;-;-;-
ICD10-R72;    Veränderung der Leukozyten, ao.nicht klass.;-;-;1;2;3;1;2;-;1;1
ICD10-R73;    Erhöhter Blutglukosewert;11;16;13;15;9;13;15;5;5;6
ICD10-R74;    Abnorme Serumenzymwerte;3;1;5;5;5;5;5;4;4;2
ICD10-R75;    Laborhinweis a. Humanes Immundefizienz-Virus (HIV);-;-;-;-;-;-;-;-;-;-
ICD10-R76;    Sonstige abnorme immunologische Serumbefunde;-;-;-;-;-;-;-;-;1;-
ICD10-R77;    Sonstige Veränderungen der Plasmaproteine;1;5;4;2;4;2;6;4;-;1
ICD10-R78;    Nachweis von Drogen und anderen Substanzen im Blut;-;-;-;-;-;-;-;-;1;1
ICD10-R79;    Sonstige abnorme Befunde der Blutchemie;6;6;2;4;7;3;6;5;2;4
ICD10-R80-R82;  Aborme Urinuntsuchungsbef. o. Vorlieg.einer Diag.;1;-;2;2;-;-;-;-;2;-
ICD10-R80;    Isolierte Proteinurie;-;-;2;1;-;-;-;-;-;-
ICD10-R81;    Glukosurie;-;-;-;-;-;-;-;-;-;-
ICD10-R82;    Sonstige abnorme Urinbefunde;1;-;-;1;-;-;-;-;2;-
ICD10-R83-R89;  Abnorme Bef. anderer Körperflüssigkeiten, Gewebe;1;-;1;1;1;-;-;1;2;3
ICD10-R83;    Abnorme Liquorbefunde;-;-;-;-;1;-;-;-;-;-
ICD10-R84;    Abnorme Bef. in Unt.-mat. aus Atemwegen u.Thorax;1;-;-;-;-;-;-;-;1;-
ICD10-R85;    Abnorme Bef. in Unt.-mat. aus Verd.-Org./Bauchh.;-;-;-;-;-;-;-;-;1;2
ICD10-R86;    Abnorme Bef. in Unt.-mat. aus männl. Genitalorg.;-;-;-;1;-;-;-;-;-;-
ICD10-R87;    Abnorme Bef. in Unt.-mat. aus weibl. Genitalorg.;-;-;-;-;-;-;-;-;-;-
ICD10-R89;    Abnorme Befunde Körperorgane,-systeme,-gewebe;-;-;1;-;-;-;-;1;-;1
ICD10-R90-R94;  Abn.Befunde b.bildgeb.Diagnostik u.Funktionsprüf.;37;41;36;39;45;63;44;60;53;70
ICD10-R90;    Abnorme Befunde des Zentralnervensystems;12;13;8;14;11;27;17;15;23;21
ICD10-R91;    Abnorme Befunde der Lunge;17;19;16;16;23;18;14;28;18;23
ICD10-R92;    Abnorme Befunde der Mamma (Brustdrüse);-;-;-;-;-;-;-;-;-;-
ICD10-R93;    Abnorme Befunde sonstiger Körperstrukturen;6;8;8;6;6;11;9;14;8;19
ICD10-R94;    Abnorme Ergebnisse von Funktionsprüfungen;2;1;4;3;5;7;4;3;4;7
ICD10-R95-R99;  Ungenau bezeichnete und unbekannte Diagnose;115;187;162;75;57;70;67;73;129;40
ICD10-R95;    Plötzlicher Kindstod;46;48;28;22;33;35;34;32;40;27
ICD10-R96;    Sonstiger plötzlicher Tod unbekannter Ursache;17;27;10;12;7;2;8;7;5;1
ICD10-R98;    Tod ohne Anwesenheit anderer Personen;1;1;2;1;1;1;-;-;-;-
ICD10-R99;    Sonstige ungenau oder n.n.bez. Todesursachen;51;111;122;40;16;32;25;34;84;12
ICD10-S00-T98;Verletzungen und Vergiftungen;24287;25027;24973;25386;26470;26818;28822;28591;29323;30565
ICD10-S00-S09;  Verletzungen des Kopfes;4914;5006;5035;5168;5654;5755;6133;6286;6462;6802
ICD10-S00;    Oberflächliche Verletzung des Kopfes;75;96;102;95;147;147;193;185;204;236
ICD10-S01;    Offene Wunde des Kopfes;50;36;45;43;50;65;52;54;57;60
ICD10-S02;    Fraktur des Schädels u. d. Gesichtsschädelknochen;191;195;205;201;204;221;221;209;234;244
ICD10-S03;    Luxation/Verstauch./Zerr.,Gelenk./Bänd.d.Kopfes;1;1;2;1;4;3;5;1;3;-
ICD10-S04;    Verletzung von Hirnnerven;1;1;1;-;-;-;-;-;-;-
ICD10-S05;    Verletzung des Auges und der Orbita;8;5;7;5;7;4;10;9;6;10
ICD10-S06;    Intrakranielle Verletzung;4571;4648;4653;4809;5223;5294;5628;5812;5943;6225
ICD10-S07;    Zerquetschung des Kopfes;2;-;2;-;-;1;2;-;-;2
ICD10-S08;    Traumatische Amputation von Teilen des Kopfes;4;6;7;7;7;6;8;6;8;14
ICD10-S09;    Sonstige und nicht näher bezeichnete Verletzungen;11;18;11;7;12;14;14;10;7;11
ICD10-S10-S19;  Verletzungen des Halses;397;483;479;526;570;647;673;677;756;848
ICD10-S10;    Oberflächliche Verletzung des Halses;1;2;1;4;2;2;5;3;6;1
ICD10-S11;    Offene Wunde des Halses;10;11;5;4;6;9;9;8;12;4
ICD10-S12;    Fraktur im Bereich des Halses;289;340;371;410;452;513;521;548;593;689
ICD10-S13;    Luxation/Verstauch./Zerr.,Gelenk./Bänd.i.Halshöhe;28;51;35;35;40;42;39;45;49;56
ICD10-S14;    Verletzung d. Nerven u.d. Rückenmarkes in Halshöhe;58;65;61;65;59;65;81;62;80;81
ICD10-S15;    Verletzung von Blutgefäßen in Halshöhe;6;11;3;6;8;14;17;10;14;12
ICD10-S16;    Verletzung von Muskeln und Sehnen in Halshöhe;-;1;1;-;-;-;-;-;-;-
ICD10-S17;    Zerquetschung des Halses;-;1;1;1;1;1;-;-;-;-
ICD10-S18;    Traumatische Amputation in Halshöhe;4;1;-;-;-;1;1;-;-;1
ICD10-S19;    Sonstige nicht näher bez. Verletzungen des Halses;1;-;1;1;2;-;-;1;2;4
ICD10-S20-S29;  Verletzungen des Thorax;1426;1420;1505;1576;1688;1669;1849;1910;1916;1979
ICD10-S20;    Oberflächliche Verletzung des Thorax;101;99;95;112;110;102;115;126;124;116
ICD10-S21;    Offene Wunde des Thorax;14;14;12;14;7;11;9;13;8;6
ICD10-S22;    Fraktur der Rippe(n)/Sternums/Brustwirbelsäule;816;852;937;957;1057;1054;1191;1207;1206;1276
